flight_id,flight_date,terminal,aircraft_type,arrival_time,scheduled_turnaround_min,actual_turnaround_min,delay_minutes,departure_time
FL00386,2024-05-26,T1,A320,06:39:00,55,59,4,07:38:00
FL00387,2024-06-06,T3,B737,10:53:00,40,48,8,11:41:00
FL00388,2024-03-09,T1,A321,16:11:00,40,63,23,17:14:00
FL00389,2024-01-23,T3,A321,07:50:00,55,50,0,08:40:00
FL00390,2024-07-08,T1,B787,19:26:00,50,70,20,20:36:00
FL00391,2024-09-04,T3,B737,18:35:00,45,58,13,19:33:00
FL00392,2024-11-04,T2,A321,22:57:00,40,48,8,23:45:00
FL00393,2024-05-24,T3,B737,13:53:00,40,56,16,14:49:00
FL00394,2024-10-31,T3,B737,12:06:00,45,59,14,13:05:00
FL00395,2024-06-25,T1,A321,14:13:00,40,40,0,14:53:00
FL00396,2024-07-13,T3,A320,00:50:00,40,50,10,01:40:00
FL00397,2024-01-13,T3,A321,09:34:00,50,48,0,10:22:00
FL00398,2024-12-29,T3,A320,20:13:00,40,43,3,20:56:00
FL00399,2024-06-14,T3,A321,19:08:00,40,42,2,19:50:00
FL00400,2024-05-29,T2,A320,02:29:00,50,74,24,03:43:00
FL00401,2024-12-06,T1,B787,05:13:00,40,60,20,06:13:00
FL00402,2024-02-14,T3,B737,09:29:00,50,50,0,10:19:00
FL00403,2024-06-22,T1,B737,22:45:00,45,49,4,23:34:00
FL00404,2024-06-15,T2,A321,05:04:00,40,62,22,06:06:00
FL00405,2024-07-15,T2,A321,11:21:00,40,58,18,12:19:00
FL00406,2024-07-24,T3,A320,13:57:00,55,56,1,14:53:00
FL00407,2024-03-22,T1,A320,17:57:00,55,60,5,18:57:00
FL00408,2024-03-08,T1,A320,16:42:00,55,54,0,17:36:00
FL00409,2024-04-06,T1,A320,07:23:00,50,58,8,08:21:00
FL00410,2024-06-15,T2,A320,10:12:00,40,43,3,10:55:00
FL00411,2024-03-17,T2,A321,16:32:00,40,54,14,17:26:00
FL00412,2024-08-24,T3,B737,04:23:00,55,69,14,05:32:00
FL00413,2024-07-14,T1,A320,17:56:00,50,70,20,19:06:00
FL00414,2024-10-17,T1,B737,16:43:00,55,74,19,17:57:00
FL00415,2024-05-15,T2,B737,00:04:00,40,54,14,00:58:00
FL00416,2024-11-03,T3,A321,18:46:00,50,64,14,19:50:00
FL00417,2024-10-22,T3,B787,20:19:00,55,73,18,21:32:00
FL00418,2024-02-05,T3,A320,12:53:00,40,40,0,13:33:00
FL00419,2024-09-04,T2,A320,14:36:00,55,56,1,15:32:00
FL00420,2024-09-10,T1,A320,16:31:00,45,43,0,17:14:00
FL00421,2024-08-01,T3,A320,14:43:00,50,74,24,15:57:00
FL00422,2024-09-08,T3,A321,22:53:00,45,56,11,23:49:00
FL00423,2024-03-10,T1,B787,00:46:00,45,69,24,01:55:00
FL00424,2024-08-21,T3,A321,14:26:00,50,48,0,15:14:00
FL00425,2024-11-24,T2,A320,13:42:00,45,59,14,14:41:00
FL00426,2024-01-16,T3,A320,15:35:00,55,63,8,16:38:00
FL00427,2024-06-22,T1,B737,10:55:00,40,52,12,11:47:00
FL00428,2024-07-05,T2,B737,04:28:00,50,52,2,05:20:00
FL00429,2024-10-20,T3,B787,06:09:00,55,76,21,07:25:00
FL00430,2024-08-12,T1,A320,10:35:00,40,39,0,11:14:00
FL00431,2024-09-30,T1,A320,18:49:00,45,53,8,19:42:00
FL00432,2024-01-12,T1,B787,10:56:00,50,53,3,11:49:00
FL00433,2024-11-05,T1,B737,01:59:00,45,60,15,02:59:00
FL00434,2024-08-06,T3,B737,13:50:00,40,54,14,14:44:00
FL00435,2024-01-01,T3,A320,18:01:00,50,47,0,18:48:00
FL00436,2024-04-20,T2,B737,22:49:00,55,75,20,00:04:00
FL00437,2024-10-03,T2,B787,12:20:00,45,65,20,13:25:00
FL00438,2024-05-08,T1,A321,01:56:00,55,66,11,03:02:00
FL00439,2024-04-02,T1,B737,13:10:00,55,76,21,14:26:00
FL00440,2024-02-08,T2,B787,19:10:00,55,79,24,20:29:00
FL00441,2024-11-11,T3,A320,23:36:00,50,67,17,00:43:00
FL00442,2024-06-07,T3,A321,16:52:00,45,64,19,17:56:00
FL00443,2024-07-04,T3,B787,18:01:00,55,67,12,19:08:00
FL00444,2024-12-18,T1,A321,10:33:00,40,38,0,11:11:00
FL00445,2024-09-12,T2,B737,08:32:00,50,68,18,09:40:00
FL00446,2024-08-26,T2,A320,13:21:00,55,58,3,14:19:00
FL00447,2024-04-13,T2,B737,18:39:00,55,60,5,19:39:00
FL00448,2024-12-31,T3,B737,19:01:00,45,69,24,20:10:00
FL00449,2024-01-29,T2,B787,09:19:00,55,58,3,10:17:00
FL00450,2024-03-29,T2,B787,08:07:00,55,55,0,09:02:00
FL00451,2024-02-20,T3,B737,21:00:00,55,67,12,22:07:00
FL00452,2024-12-29,T1,B787,14:56:00,45,40,0,15:36:00
FL00453,2024-05-26,T1,B787,21:35:00,55,53,0,22:28:00
FL00454,2024-11-09,T3,A321,20:12:00,40,40,0,20:52:00
FL00455,2024-02-05,T2,B737,11:43:00,50,62,12,12:45:00
FL00456,2024-10-10,T1,B737,09:40:00,55,71,16,10:51:00
FL00457,2024-04-10,T1,B787,13:09:00,45,56,11,14:05:00
FL00458,2024-04-16,T1,B737,14:20:00,40,63,23,15:23:00
FL00459,2024-12-10,T3,B737,04:06:00,50,60,10,05:06:00
FL00460,2024-10-17,T1,B787,18:19:00,45,61,16,19:20:00
FL00461,2024-12-14,T2,A320,02:33:00,45,60,15,03:33:00
FL00462,2024-04-14,T3,B787,16:36:00,50,62,12,17:38:00
FL00463,2024-08-08,T3,A320,18:29:00,50,56,6,19:25:00
FL00464,2024-03-16,T1,A320,11:36:00,45,66,21,12:42:00
FL00465,2024-08-14,T2,A321,21:48:00,40,54,14,22:42:00
FL00466,2024-03-24,T3,A320,20:43:00,40,43,3,21:26:00
FL00467,2024-03-16,T1,B737,18:12:00,40,52,12,19:04:00
FL00468,2024-09-05,T2,B787,17:50:00,50,49,0,18:39:00
FL00469,2024-09-11,T2,B737,16:48:00,55,52,0,17:40:00
FL00470,2024-02-19,T3,A320,01:33:00,45,41,0,02:14:00
FL00471,2024-12-21,T1,B787,15:57:00,40,60,20,16:57:00
FL00472,2024-07-28,T2,B787,16:51:00,55,73,18,18:04:00
FL00473,2024-06-06,T3,B787,07:32:00,50,54,4,08:26:00
FL00474,2024-11-23,T3,B787,20:27:00,45,64,19,21:31:00
FL00475,2024-08-20,T3,A321,15:11:00,55,78,23,16:29:00
FL00476,2024-03-17,T3,A321,03:37:00,45,45,0,04:22:00
FL00477,2024-08-10,T3,A321,07:53:00,50,57,7,08:50:00
FL00478,2024-04-30,T2,B787,07:11:00,50,49,0,08:00:00
FL00479,2024-11-05,T3,B737,05:40:00,40,41,1,06:21:00
FL00480,2024-11-22,T1,A320,09:10:00,45,58,13,10:08:00
FL00481,2024-12-06,T1,A321,21:52:00,45,45,0,22:37:00
FL00482,2024-12-23,T2,B737,21:17:00,55,63,8,22:20:00
FL00483,2024-04-16,T3,A321,05:56:00,45,69,24,07:05:00
FL00484,2024-08-28,T3,A321,00:22:00,45,46,1,01:08:00
FL00485,2024-01-28,T2,A320,08:41:00,55,66,11,09:47:00
FL00486,2024-07-10,T3,B787,18:43:00,40,38,0,19:21:00
FL00487,2024-09-05,T3,B737,13:21:00,45,52,7,14:13:00
FL00488,2024-12-29,T1,A321,20:03:00,55,77,22,21:20:00
FL00489,2024-07-31,T3,B787,20:46:00,50,51,1,21:37:00
FL00490,2024-01-21,T2,B737,12:41:00,40,44,4,13:25:00
FL00491,2024-06-03,T1,A321,07:21:00,55,71,16,08:32:00
FL00492,2024-01-27,T2,B787,12:48:00,45,65,20,13:53:00
FL00493,2024-03-17,T2,A320,16:55:00,40,36,0,17:31:00
FL00494,2024-11-01,T3,A321,22:28:00,40,63,23,23:31:00
FL00495,2024-02-26,T3,B787,08:35:00,40,64,24,09:39:00
FL00496,2024-04-28,T1,A320,17:19:00,50,52,2,18:11:00
FL00497,2024-06-13,T2,B787,13:11:00,55,56,1,14:07:00
FL00498,2024-03-04,T2,A321,05:35:00,40,52,12,06:27:00
FL00499,2024-02-17,T3,A320,04:17:00,45,48,3,05:05:00
FL00500,2024-05-29,T2,A321,08:16:00,45,61,16,09:17:00
FL00501,2024-06-06,T2,B787,14:55:00,45,57,12,15:52:00
FL00502,2024-06-04,T2,B787,02:39:00,40,39,0,03:18:00
FL00503,2024-05-30,T2,A321,14:11:00,45,54,9,15:05:00
FL00504,2024-08-12,T2,A321,11:29:00,40,35,0,12:04:00
FL00505,2024-09-16,T1,B737,06:19:00,55,65,10,07:24:00
FL00506,2024-09-12,T2,B737,15:56:00,40,47,7,16:43:00
FL00507,2024-03-01,T2,A321,11:30:00,40,50,10,12:20:00
FL00508,2024-12-17,T1,B787,21:31:00,55,51,0,22:22:00
FL00509,2024-09-16,T3,B787,19:51:00,45,64,19,20:55:00
FL00510,2024-11-16,T3,B787,17:46:00,40,60,20,18:46:00
FL00511,2024-06-10,T1,B737,04:44:00,55,66,11,05:50:00
FL00512,2024-12-14,T1,B787,06:36:00,50,48,0,07:24:00
FL00513,2024-01-31,T3,B737,00:11:00,55,58,3,01:09:00
FL00514,2024-03-11,T2,B787,22:05:00,50,64,14,23:09:00
FL00515,2024-01-02,T2,A321,21:16:00,55,59,4,22:15:00
FL00516,2024-02-19,T1,B787,08:18:00,40,51,11,09:09:00
FL00517,2024-05-14,T2,A321,12:33:00,45,44,0,13:17:00
FL00518,2024-05-25,T1,A321,00:34:00,40,40,0,01:14:00
FL00519,2024-06-27,T3,B787,12:06:00,40,51,11,12:57:00
FL00520,2024-09-20,T2,B737,14:08:00,50,52,2,15:00:00
FL00521,2024-11-06,T3,B737,01:29:00,45,56,11,02:25:00
FL00522,2024-07-22,T2,B737,12:55:00,45,61,16,13:56:00
FL00523,2024-10-25,T2,B787,10:04:00,40,43,3,10:47:00
FL00524,2024-07-05,T2,A321,16:09:00,55,68,13,17:17:00
FL00525,2024-01-30,T1,B737,17:01:00,55,54,0,17:55:00
FL00526,2024-02-28,T3,B737,06:57:00,45,40,0,07:37:00
FL00527,2024-01-09,T1,A320,01:54:00,40,51,11,02:45:00
FL00528,2024-11-19,T1,B787,10:16:00,40,52,12,11:08:00
FL00529,2024-06-15,T3,B787,20:19:00,50,50,0,21:09:00
FL00530,2024-12-02,T3,B787,13:45:00,45,62,17,14:47:00
FL00531,2024-10-05,T1,A320,18:18:00,55,63,8,19:21:00
FL00532,2024-07-09,T1,A321,06:52:00,55,70,15,08:02:00
FL00533,2024-08-29,T1,A321,23:19:00,45,40,0,23:59:00
FL00534,2024-10-04,T3,B737,12:08:00,50,61,11,13:09:00
FL00535,2024-06-02,T1,A320,21:40:00,55,50,0,22:30:00
FL00536,2024-06-08,T3,A320,17:00:00,45,51,6,17:51:00
FL00537,2024-09-21,T1,A321,12:40:00,40,37,0,13:17:00
FL00538,2024-08-22,T3,B737,11:15:00,45,52,7,12:07:00
FL00539,2024-12-11,T1,B787,23:37:00,45,43,0,00:20:00
FL00540,2024-07-17,T2,B787,07:36:00,45,63,18,08:39:00
FL00541,2024-02-02,T2,B787,15:19:00,40,43,3,16:02:00
FL00542,2024-03-29,T3,A321,03:11:00,45,55,10,04:06:00
FL00543,2024-04-04,T3,B787,12:18:00,40,48,8,13:06:00
FL00544,2024-08-08,T2,B737,18:42:00,55,54,0,19:36:00
FL00545,2024-03-09,T3,A320,16:17:00,50,72,22,17:29:00
FL00546,2024-10-20,T3,B737,16:48:00,40,61,21,17:49:00
FL00547,2024-08-24,T2,A320,01:35:00,50,64,14,02:39:00
FL00548,2024-06-08,T1,B787,11:02:00,50,59,9,12:01:00
FL00549,2024-11-15,T3,A320,20:13:00,55,59,4,21:12:00
FL00550,2024-11-23,T3,B787,00:36:00,40,59,19,01:35:00
FL00551,2024-10-02,T1,A320,23:12:00,55,61,6,00:13:00
FL00552,2024-10-16,T1,A321,04:38:00,40,40,0,05:18:00
FL00553,2024-02-11,T3,A321,03:36:00,50,63,13,04:39:00
FL00554,2024-03-06,T3,A321,14:26:00,50,58,8,15:24:00
FL00555,2024-01-21,T1,B737,14:32:00,45,53,8,15:25:00
FL00556,2024-11-30,T3,A321,21:36:00,40,41,1,22:17:00
FL00557,2024-03-10,T1,A320,01:01:00,50,69,19,02:10:00
FL00558,2024-09-17,T1,B787,09:55:00,40,44,4,10:39:00
FL00559,2024-09-02,T3,A321,12:08:00,55,79,24,13:27:00
FL00560,2024-11-18,T3,B787,22:45:00,55,64,9,23:49:00
FL00561,2024-08-22,T1,A320,06:36:00,40,49,9,07:25:00
FL00562,2024-09-28,T3,A321,11:38:00,50,62,12,12:40:00
FL00563,2024-04-08,T1,B737,17:22:00,55,77,22,18:39:00
FL00564,2024-11-24,T2,B737,02:56:00,50,53,3,03:49:00
FL00565,2024-02-04,T2,A320,06:35:00,40,62,22,07:37:00
FL00566,2024-12-04,T1,A321,07:24:00,45,55,10,08:19:00
FL00567,2024-06-19,T1,A321,20:56:00,50,46,0,21:42:00
FL00568,2024-04-19,T3,A320,01:15:00,55,70,15,02:25:00
FL00569,2024-10-21,T1,B737,04:24:00,40,62,22,05:26:00
FL00570,2024-01-10,T1,A321,07:34:00,45,54,9,08:28:00
FL00571,2024-07-20,T3,A321,11:57:00,55,62,7,12:59:00
FL00572,2024-09-13,T3,A321,12:14:00,40,35,0,12:49:00
FL00573,2024-09-18,T2,B787,23:27:00,40,36,0,00:03:00
FL00574,2024-06-29,T1,B787,14:10:00,50,60,10,15:10:00
FL00575,2024-03-06,T1,B737,23:10:00,45,62,17,00:12:00
FL00576,2024-10-20,T2,A321,02:23:00,40,62,22,03:25:00
FL00577,2024-06-09,T1,B737,14:44:00,45,43,0,15:27:00
FL00578,2024-03-07,T3,B787,18:12:00,45,62,17,19:14:00
FL00579,2024-04-09,T1,B787,18:42:00,50,64,14,19:46:00
FL00580,2024-03-17,T3,A321,06:35:00,40,35,0,07:10:00
FL00581,2024-02-04,T1,B737,17:28:00,40,64,24,18:32:00
FL00582,2024-02-14,T2,A320,15:47:00,50,50,0,16:37:00
FL00583,2024-05-29,T3,B737,14:50:00,50,69,19,15:59:00
FL00584,2024-03-08,T3,A320,19:34:00,40,50,10,20:24:00
FL00585,2024-09-10,T2,A321,19:27:00,50,60,10,20:27:00
FL00586,2024-01-17,T3,B787,09:28:00,40,40,0,10:08:00
FL00587,2024-09-17,T2,A321,17:42:00,55,79,24,19:01:00
FL00588,2024-07-31,T1,B787,01:48:00,45,54,9,02:42:00
FL00589,2024-11-08,T2,A321,17:45:00,45,66,21,18:51:00
FL00590,2024-09-12,T1,A320,20:09:00,50,51,1,21:00:00
FL00591,2024-08-03,T3,A321,15:34:00,55,56,1,16:30:00
FL00592,2024-12-16,T3,B737,06:37:00,45,69,24,07:46:00
FL00593,2024-10-12,T2,B737,20:46:00,40,46,6,21:32:00
FL00594,2024-01-07,T1,A320,10:33:00,45,40,0,11:13:00
FL00595,2024-07-17,T2,B737,19:16:00,45,41,0,19:57:00
FL00596,2024-03-31,T3,A320,19:46:00,45,56,11,20:42:00
FL00597,2024-05-26,T3,A320,20:38:00,40,51,11,21:29:00
FL00598,2024-05-29,T1,B787,12:12:00,50,52,2,13:04:00
FL00599,2024-02-21,T1,B787,03:54:00,40,38,0,04:32:00
FL00600,2024-08-30,T3,A321,10:57:00,50,57,7,11:54:00
FL00601,2024-08-06,T3,B787,12:30:00,45,65,20,13:35:00
FL00602,2024-01-06,T1,A320,09:47:00,45,52,7,10:39:00
FL00603,2024-04-18,T2,B787,17:12:00,55,60,5,18:12:00
FL00604,2024-12-16,T2,B737,18:17:00,45,51,6,19:08:00
FL00605,2024-03-06,T1,B737,15:53:00,40,58,18,16:51:00
FL00606,2024-01-10,T1,A321,08:11:00,45,53,8,09:04:00
FL00607,2024-07-20,T1,A320,15:12:00,55,70,15,16:22:00
FL00608,2024-10-08,T3,A321,21:16:00,40,35,0,21:51:00
FL00609,2024-08-01,T2,A321,20:53:00,55,58,3,21:51:00
FL00610,2024-03-08,T1,B787,19:57:00,55,52,0,20:49:00
FL00611,2024-09-03,T2,A321,19:51:00,40,41,1,20:32:00
FL00612,2024-12-19,T3,B787,02:49:00,50,59,9,03:48:00
FL00613,2024-11-22,T3,B787,23:36:00,50,51,1,00:27:00
FL00614,2024-02-19,T1,A321,15:45:00,50,55,5,16:40:00
FL00615,2024-01-17,T1,A321,13:14:00,50,60,10,14:14:00
FL00616,2024-01-11,T1,A320,10:33:00,55,75,20,11:48:00
FL00617,2024-11-04,T1,B787,20:17:00,55,75,20,21:32:00
FL00618,2024-11-01,T2,B737,00:28:00,40,46,6,01:14:00
FL00619,2024-05-03,T1,A320,19:48:00,40,61,21,20:49:00
FL00620,2024-08-12,T2,B787,05:38:00,50,64,14,06:42:00
FL00621,2024-08-31,T3,B787,23:08:00,50,68,18,00:16:00
FL00622,2024-11-13,T3,B787,22:45:00,50,52,2,23:37:00
FL00623,2024-11-27,T2,B787,08:19:00,50,57,7,09:16:00
FL00624,2024-12-11,T2,B787,08:30:00,50,46,0,09:16:00
FL00625,2024-01-29,T1,A320,22:30:00,55,57,2,23:27:00
FL00626,2024-12-23,T1,B787,03:36:00,55,64,9,04:40:00
FL00627,2024-12-22,T1,A321,22:04:00,55,61,6,23:05:00
FL00628,2024-12-31,T3,B737,19:15:00,55,76,21,20:31:00
FL00629,2024-12-30,T2,A320,18:13:00,50,49,0,19:02:00
FL00630,2024-10-11,T2,A320,21:15:00,55,51,0,22:06:00
FL00631,2024-02-28,T2,B737,23:58:00,50,56,6,00:54:00
FL00632,2024-05-22,T2,A320,07:24:00,55,55,0,08:19:00
FL00633,2024-11-21,T1,B787,14:35:00,55,76,21,15:51:00
FL00634,2024-12-17,T1,B787,20:05:00,45,47,2,20:52:00
FL00635,2024-10-26,T2,B737,02:46:00,50,48,0,03:34:00
FL00636,2024-08-13,T1,A320,01:30:00,50,54,4,02:24:00
FL00637,2024-06-12,T3,A321,11:53:00,55,65,10,12:58:00
FL00638,2024-03-24,T1,B737,00:38:00,40,63,23,01:41:00
FL00639,2024-11-08,T3,A320,19:09:00,50,69,19,20:18:00
FL00640,2024-04-26,T3,A320,02:52:00,55,79,24,04:11:00
FL00641,2024-11-15,T2,B737,10:52:00,50,52,2,11:44:00
FL00642,2024-07-22,T2,B787,12:33:00,50,73,23,13:46:00
FL00643,2024-12-20,T1,B737,20:43:00,40,50,10,21:33:00
FL00644,2024-10-20,T2,B737,18:01:00,40,57,17,18:58:00
FL00645,2024-05-24,T3,B737,07:55:00,45,46,1,08:41:00
FL00646,2024-01-27,T3,B737,07:35:00,40,58,18,08:33:00
FL00647,2024-01-17,T1,B737,13:48:00,55,77,22,15:05:00
FL00648,2024-03-03,T3,B787,14:54:00,40,46,6,15:40:00
FL00649,2024-09-23,T2,A321,23:04:00,45,46,1,23:50:00
FL00650,2024-03-04,T1,B787,17:04:00,55,66,11,18:10:00
FL00651,2024-02-08,T1,A321,06:26:00,40,49,9,07:15:00
FL00652,2024-05-09,T1,B787,05:47:00,45,67,22,06:54:00
FL00653,2024-04-24,T2,B737,03:09:00,45,53,8,04:02:00
FL00654,2024-02-14,T3,A320,08:24:00,40,39,0,09:03:00
FL00655,2024-08-03,T2,A321,20:14:00,40,36,0,20:50:00
FL00656,2024-03-28,T1,A321,23:12:00,45,44,0,23:56:00
FL00657,2024-12-01,T3,A320,23:52:00,55,54,0,00:46:00
FL00658,2024-06-25,T1,A321,13:43:00,55,55,0,14:38:00
FL00659,2024-09-21,T2,B787,15:28:00,55,63,8,16:31:00
FL00660,2024-04-14,T1,A321,15:33:00,45,61,16,16:34:00
FL00661,2024-11-29,T2,B787,19:00:00,45,45,0,19:45:00
FL00662,2024-10-27,T1,B737,02:13:00,55,62,7,03:15:00
FL00663,2024-06-19,T1,A321,00:57:00,45,46,1,01:43:00
FL00664,2024-04-17,T1,A321,11:24:00,40,52,12,12:16:00
FL00665,2024-12-20,T2,A321,11:11:00,50,48,0,11:59:00
FL00666,2024-06-09,T2,B787,02:52:00,45,44,0,03:36:00
FL00667,2024-10-09,T2,B737,13:34:00,40,60,20,14:34:00
FL00668,2024-02-09,T2,A320,19:32:00,55,77,22,20:49:00
FL00669,2024-01-26,T2,A320,01:19:00,55,64,9,02:23:00
FL00670,2024-03-23,T3,A320,14:45:00,45,62,17,15:47:00
FL00671,2024-06-21,T1,B787,20:36:00,50,46,0,21:22:00
FL00672,2024-06-21,T2,A320,03:22:00,40,42,2,04:04:00
FL00673,2024-10-08,T3,A321,12:43:00,40,52,12,13:35:00
FL00674,2024-03-10,T3,B737,20:52:00,55,70,15,22:02:00
FL00675,2024-11-18,T1,B737,20:50:00,50,69,19,21:59:00
FL00676,2024-01-06,T1,B787,23:45:00,55,78,23,01:03:00
FL00677,2024-10-10,T1,A321,00:46:00,50,46,0,01:32:00
FL00678,2024-07-13,T2,A320,20:56:00,40,36,0,21:32:00
FL00679,2024-01-13,T1,B737,22:08:00,55,67,12,23:15:00
FL00680,2024-03-03,T1,A321,19:26:00,55,56,1,20:22:00
FL00681,2024-01-13,T1,A321,23:58:00,55,76,21,01:14:00
FL00682,2024-09-05,T3,B787,23:16:00,50,58,8,00:14:00
FL00683,2024-07-23,T2,B787,21:22:00,40,39,0,22:01:00
FL00684,2024-09-09,T1,A321,10:55:00,50,53,3,11:48:00
FL00685,2024-02-09,T3,B787,07:50:00,55,63,8,08:53:00
FL00686,2024-06-13,T2,A321,16:10:00,45,43,0,16:53:00
FL00687,2024-01-31,T1,B787,17:15:00,45,40,0,17:55:00
FL00688,2024-01-17,T3,B737,22:33:00,40,42,2,23:15:00
FL00689,2024-05-16,T2,B787,12:15:00,40,56,16,13:11:00
FL00690,2024-12-30,T1,A321,13:03:00,40,49,9,13:52:00
FL00691,2024-11-15,T1,B737,16:07:00,45,64,19,17:11:00
FL00692,2024-11-08,T3,A321,05:57:00,45,58,13,06:55:00
FL00693,2024-06-13,T1,A321,16:11:00,55,59,4,17:10:00
FL00694,2024-10-07,T3,B787,23:51:00,40,57,17,00:48:00
FL00695,2024-08-10,T3,B737,11:07:00,50,61,11,12:08:00
FL00696,2024-05-01,T3,A321,06:12:00,40,64,24,07:16:00
FL00697,2024-03-18,T2,A320,17:11:00,40,36,0,17:47:00
FL00698,2024-11-08,T3,B787,19:05:00,55,54,0,19:59:00
FL00699,2024-11-22,T2,B737,22:51:00,55,64,9,23:55:00
FL00700,2024-03-28,T1,B737,11:15:00,40,44,4,11:59:00
FL00701,2024-04-22,T2,A321,01:29:00,55,79,24,02:48:00
FL00702,2024-04-09,T3,B737,11:37:00,50,62,12,12:39:00
FL00703,2024-10-29,T1,B737,22:19:00,45,63,18,23:22:00
FL00704,2024-08-26,T3,A320,20:01:00,50,57,7,20:58:00
FL00705,2024-12-11,T3,B737,08:59:00,45,60,15,09:59:00
FL00706,2024-04-20,T1,A320,12:11:00,55,79,24,13:30:00
FL00707,2024-03-30,T3,B787,14:28:00,45,53,8,15:21:00
FL00708,2024-05-18,T2,B787,00:40:00,50,69,19,01:49:00
FL00709,2024-05-14,T1,B787,12:19:00,45,42,0,13:01:00
FL00710,2024-01-12,T1,B737,08:21:00,50,50,0,09:11:00
FL00711,2024-08-31,T1,B787,15:58:00,45,59,14,16:57:00
FL00712,2024-06-30,T3,A320,19:28:00,55,78,23,20:46:00
FL00713,2024-07-13,T3,B737,20:24:00,40,57,17,21:21:00
FL00714,2024-12-27,T1,B737,15:28:00,45,62,17,16:30:00
FL00715,2024-05-01,T2,A320,07:40:00,50,65,15,08:45:00
FL00716,2024-02-22,T3,A320,12:11:00,55,61,6,13:12:00
FL00717,2024-12-21,T3,A320,12:31:00,45,65,20,13:36:00
FL00718,2024-06-21,T3,B787,15:24:00,55,54,0,16:18:00
FL00719,2024-06-27,T2,B737,15:08:00,40,54,14,16:02:00
FL00720,2024-10-19,T3,A321,21:16:00,50,53,3,22:09:00
FL00721,2024-02-28,T3,A321,06:29:00,40,41,1,07:10:00
FL00722,2024-02-23,T2,B737,14:42:00,55,71,16,15:53:00
FL00723,2024-09-13,T2,B737,04:15:00,40,53,13,05:08:00
FL00724,2024-09-01,T3,A320,11:48:00,55,54,0,12:42:00
FL00725,2024-05-28,T1,B787,07:29:00,40,38,0,08:07:00
FL00726,2024-10-10,T1,A320,00:09:00,50,65,15,01:14:00
FL00727,2024-01-16,T2,A320,13:43:00,45,57,12,14:40:00
FL00728,2024-06-24,T3,A321,13:17:00,40,39,0,13:56:00
FL00729,2024-01-28,T2,B787,21:05:00,50,73,23,22:18:00
FL00730,2024-05-08,T2,B737,21:14:00,45,46,1,22:00:00
FL00731,2024-08-10,T1,B737,14:36:00,55,75,20,15:51:00
FL00732,2024-08-31,T2,A321,17:08:00,45,52,7,18:00:00
FL00733,2024-12-19,T2,A320,19:02:00,55,79,24,20:21:00
FL00734,2024-08-25,T3,B787,16:55:00,50,70,20,18:05:00
FL00735,2024-08-19,T3,A320,06:13:00,50,60,10,07:13:00
FL00736,2024-11-21,T2,B787,18:08:00,45,67,22,19:15:00
FL00737,2024-04-01,T2,A320,02:25:00,45,50,5,03:15:00
FL00738,2024-01-03,T3,B787,03:43:00,55,52,0,04:35:00
FL00739,2024-03-21,T1,A320,21:02:00,40,38,0,21:40:00
FL00740,2024-02-13,T3,A321,02:56:00,45,56,11,03:52:00
FL00741,2024-06-03,T3,B787,14:12:00,40,43,3,14:55:00
FL00742,2024-01-24,T3,A320,21:45:00,55,79,24,23:04:00
FL00743,2024-04-08,T3,B787,01:02:00,40,53,13,01:55:00
FL00744,2024-06-19,T3,A320,20:40:00,45,67,22,21:47:00
FL00745,2024-05-27,T1,A321,13:46:00,50,57,7,14:43:00
FL00746,2024-05-02,T3,B787,13:14:00,45,67,22,14:21:00
FL00747,2024-04-21,T3,A320,11:28:00,40,60,20,12:28:00
FL00748,2024-05-09,T1,A321,01:44:00,45,51,6,02:35:00
FL00749,2024-03-08,T2,A320,18:42:00,45,61,16,19:43:00
FL00750,2024-12-12,T1,B737,08:30:00,50,61,11,09:31:00
FL00751,2024-11-11,T3,A320,06:24:00,40,47,7,07:11:00
FL00752,2024-08-04,T2,B737,06:44:00,40,55,15,07:39:00
FL00753,2024-04-05,T1,A321,13:42:00,40,45,5,14:27:00
FL00754,2024-05-24,T2,A320,08:37:00,40,44,4,09:21:00
FL00755,2024-02-02,T1,B787,07:55:00,50,65,15,09:00:00
FL00756,2024-10-12,T1,B787,11:48:00,55,76,21,13:04:00
FL00757,2024-01-05,T2,B787,12:50:00,55,54,0,13:44:00
FL00758,2024-04-27,T2,B787,17:26:00,50,61,11,18:27:00
FL00759,2024-05-19,T2,A320,16:36:00,40,57,17,17:33:00
FL00760,2024-08-17,T2,A320,11:16:00,45,60,15,12:16:00
FL00761,2024-06-08,T3,B737,11:53:00,40,35,0,12:28:00
FL00762,2024-10-20,T1,A320,01:22:00,55,65,10,02:27:00
FL00763,2024-09-05,T3,A321,19:28:00,45,47,2,20:15:00
FL00764,2024-09-29,T1,B787,18:28:00,55,71,16,19:39:00
FL00765,2024-07-04,T3,A320,18:21:00,40,57,17,19:18:00
FL00766,2024-12-30,T3,A321,07:36:00,55,69,14,08:45:00
FL00767,2024-02-09,T1,B737,00:00:00,50,61,11,01:01:00
FL00768,2024-08-11,T3,A321,00:50:00,50,52,2,01:42:00
FL00769,2024-05-31,T2,B737,11:24:00,40,48,8,12:12:00
FL00770,2024-05-19,T2,B787,11:56:00,45,56,11,12:52:00
FL00771,2024-05-07,T3,B737,07:28:00,45,48,3,08:16:00
FL00772,2024-12-16,T3,B737,14:40:00,45,45,0,15:25:00
